active_days,heating_type,small_room_cnt,property_condition_type,balcony_area,trend_nmAr,nmAr,room_cnt,postcode,county,created_at,property_subtype,garden_access,view_type,elevator_type,nr,ad_view_cnt,property_type,orientation,city,property_area,property_floor,jelen_nmAr,price_created_at,building_floor_count,condition_mapping,condition_dummy,condition=_good,condition=_medium,condition=_missing_info,condition=_new_construction,condition=_novel,condition=_renewed,condition=_to_be_renovated,condition=_under_construction,heating_type=_central heating with own meter,heating_type=_district heating,heating_type=_electric,heating_type=_fan-coil,heating_type=_gas furnace,"heating_type=_gas furnace, circulating hot water",heating_type=_konvection gas burner,heating_type=_other,heating_type=_tile stove (gas),ker_code_from_postcode,time,year,month,day,daynum,ori_from_postcode,ori=_north,ori=_north-east,ori=_north-west,ori=_south,ori=_south-east,ori=_south-west,ori=_west,roman,emelet,emelet_epulet,emelet_median,tipp,tipp_arany
34.0,"gas furnace, circulating hot water",2.0,novel,0.0,438922.06122966926,556000.0,0.0,8,Budapest,2016-06-29,1,0,0,0,374092,28.0,flat,,Budapest VIII.,25.0,2,575485.331856664,13.9,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.0,2016-06-29,2016,6,29,506,east,0,0,0,0,0,0,0,VIII,2.0,2.0,2.0,622261.3801197228,0.924828938839079
15.0,konvection gas burner,0.0,good,0.0,311829.20891145244,301818.1818181818,2.0,6,Budapest,2015-02-11,1,0,1,0,1965,157.0,flat,south-west,Budapest VI.,55.0,1,439719.25423364964,16.6,4,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,2015-02-11,2015,2,11,2,south-west,0,0,0,0,0,1,0,VI,1.0,4.0,1.0,526125.3676868116,0.83576896542157
9.0,district heating,0.0,good,0.0,442452.41823850863,244000.0,2.0,0,Budapest,2016-07-13,2,0,0,1,380749,42.0,flat,,Budapest XXI.,50.0,2,250535.99484995034,12.2,2.0,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,2016-07-13,2016,7,13,520,east,0,0,0,0,0,0,0,XXI,2.0,10.0,2.0,278390.0541220052,0.8999459252957086
86.0,konvection gas burner,0.0,to_be_renovated,0.0,347384.9473576202,250000.0,2.0,7,Budapest,2015-07-02,1,1,3,0,106496,1580.0,flat,,Budapest VII.,60.0,,326945.89569119125,15.0,1,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0,2015-07-02,2015,7,2,143,south-west,0,0,0,0,0,1,0,VII,4.0,4.0,2.0,402708.37665721757,0.8118676308774307
43.0,electric,1.0,novel,0.0,440435.07137631474,500000.0,1.0,0,Budapest,2016-07-05,1,0,0,0,377095,116.0,flat,east,Budapest XIII.,40.0,2,515744.9537729172,20.0,,2,novel,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13.0,2016-07-05,2016,7,5,512,east,0,0,0,0,0,0,0,XIII,2.0,2.0,2.0,584584.928506313,0.8822412768846257
105.0,central heating,1.0,good,7.0,338054.7181199734,200000.0,1.0,20,Budapest,2015-05-26,1,0,2,0,76292,258.0,flat,east,Budapest XX.,55.0,3,268775.619272776,11.0,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2015-05-26,2015,5,26,106,east,0,0,0,0,0,0,0,XX,3.0,3.0,3.0,312327.99518244294,0.8605556447662455
12.0,tile stove (gas),0.0,good,0.0,339819.89662439306,316666.6666666667,1.0,0,Budapest,2015-06-02,1,0,0,0,81860,22.0,flat,south,Budapest VIII.,30.0,3,423350.83847689227,9.5,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,2015-06-02,2015,6,2,113,south,0,0,0,1,0,0,0,VIII,3.0,3.0,3.0,456825.5657817528,0.9267231744187168
13.0,central heating,1.0,missing_info,0.0,394540.4302614031,207142.85714285713,2.0,20,Budapest,2016-01-05,0,0,0,0,243498,47.0,flat,,Budapest XX.,70.0,3,238520.2882364398,14.5,4,6,missing_info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2016-01-05,2016,1,5,330,south-west,0,0,0,0,0,1,0,XX,3.0,4.0,3.0,282871.6872746501,0.8432101866909433
13.0,district heating,0.0,renewed,3.0,354697.8297330732,214000.0,2.0,0,Budapest,2015-07-31,2,0,4,1,127752,117.0,flat,south-west,Budapest XXI.,50.0,9,274095.63492028584,10.7,9.0,3,renewed,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21.0,2015-07-31,2015,7,31,172,south-west,0,0,0,0,0,1,0,XXI,9.0,10.0,9.0,298421.1494824219,0.9184859564936132
8.0,central heating with own meter,1.0,novel,0.0,368567.08941065636,375555.55555555556,1.0,0,Budapest,2015-09-24,2,0,0,1,169914,51.0,flat,east,Budapest XI.,45.0,8,462918.47628897004,16.9,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11.0,2015-09-24,2015,9,24,227,east,0,0,0,0,0,0,0,XI,8.0,8.0,8.0,508981.12129407487,0.9095002877749347
93.0,"gas furnace, circulating hot water",0.0,renewed,2.0,392775.2517569834,416363.63636363635,2.0,0,Budapest,2015-12-29,1,0,0,0,240849,454.0,flat,south,Budapest XI.,55.0,2,481587.8863222881,22.9,3,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.0,2015-12-29,2015,12,29,323,south,0,0,0,1,0,0,0,XI,2.0,3.0,2.0,575783.0455185848,0.8364051183350512
16.0,central heating,0.0,medium,0.0,443713.26002737985,245454.54545454544,2.0,0,Budapest,2016-07-18,0,0,0,0,383100,17.0,flat,south-east,Budapest XX.,55.0,2,251313.34382475953,13.5,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2016-07-18,2016,7,18,525,south-east,0,0,0,0,1,0,0,XX,2.0,2.0,2.0,264613.62124281237,0.9497369887627654
71.0,konvection gas burner,0.0,renewed,2.0,345619.7688532006,297500.0,1.0,4,Budapest,2015-06-25,1,0,0,0,100885,299.0,flat,,Budapest IV.,40.0,3,391052.68468002736,11.9,3,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0,2015-06-25,2015,6,25,136,east,0,0,0,0,0,0,0,IV,3.0,3.0,3.0,453271.83147663594,0.8627332596558768
5.0,konvection gas burner,1.0,can_move_in,1.0,439174.2295874435,355555.55555555556,1.0,14,Budapest,2016-06-30,1,0,1,0,375010,111.0,flat,east,Budapest XIV.,45.0,1,367804.8891231709,16.0,3,8,can_move_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,2016-06-30,2016,6,30,507,east,0,0,0,0,0,0,0,XIV,1.0,3.0,1.0,440486.81084385864,0.8349963723511994
41.0,district heating,0.0,renewed,3.0,437661.21944079804,225714.2857142857,3.0,10,Budapest,2016-06-24,2,0,1,1,372214,644.0,flat,west,Budapest X.,70.0,5,234297.6097168413,15.8,5.0,3,renewed,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.0,2016-06-24,2016,6,24,501,west,0,0,0,0,0,0,1,X,5.0,10.0,5.0,256322.84273409785,0.9140722973328409
35.0,electric,1.0,novel,0.0,407905.3532234378,464444.44444444444,1.0,0,Budapest,2016-02-27,1,0,0,0,287619,37.0,flat,south-west,Budapest VII.,45.0,1,517274.70840387285,20.9,,2,novel,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.0,2016-02-27,2016,2,27,383,south-west,0,0,0,0,0,1,0,VII,1.0,1.0,1.0,630438.8298738417,0.8204994424397775
42.0,electric,1.0,good,0.0,368062.7526951079,485000.0,0.0,0,Budapest,2015-09-22,1,0,0,1,167321,401.0,flat,south-west,Budapest VIII.,20.0,0.5,598641.3972827657,9.7,4,1,good,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,2015-09-22,2015,9,22,225,south-west,0,0,0,0,0,1,0,VIII,0.5,4.0,0.5,636321.909959448,0.940783882989219
42.0,konvection gas burner,0.0,good,0.0,405888.0063612439,362500.0,1.0,0,Budapest,2016-02-19,1,0,1,1,281799,170.0,flat,south-east,Budapest VIII.,40.0,6,405740.78914878453,14.5,6,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2016-02-19,2016,2,19,375,south-east,0,0,0,0,1,0,0,VIII,6.0,6.0,6.0,431297.9465784543,0.9407436144029477
68.0,konvection gas burner,0.0,good,0.0,345619.7688532006,230000.0,2.0,0,Budapest,2015-06-25,1,0,3,1,101215,64.0,flat,east,Budapest VIII.,50.0,0,302326.4452988447,11.5,4,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2015-06-25,2015,6,25,136,east,0,0,0,0,0,0,0,VIII,0.0,4.0,0.0,393073.55916426925,0.7691345252060049
24.0,konvection gas burner,1.0,to_be_renovated,0.0,422278.94961656944,373333.3333333333,2.0,0,Budapest,2016-04-24,1,0,0,1,330773,244.0,flat,,Budapest XIII.,60.0,,401646.7086842133,22.4,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.0,2016-04-24,2016,4,24,440,west,0,0,0,0,0,0,1,XIII,4.0,4.0,2.0,433093.6428351502,0.9273899890446865
11.0,district heating,1.0,novel,3.0,408409.68993898627,392307.6923076923,2.0,0,Budapest,2016-02-29,1,0,0,0,288699,62.0,flat,south-east,Budapest XIV.,65.0,1,436392.8871221701,25.5,,2,novel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14.0,2016-02-29,2016,2,29,385,south-east,0,0,0,0,1,0,0,XIV,1.0,1.0,1.0,479885.36093077256,0.9093690340454528
39.0,konvection gas burner,1.0,good,4.0,397062.11383914546,300000.0,1.0,0,Budapest,2016-01-15,2,0,2,1,251711,94.0,flat,south,Budapest XIV.,50.0,5,343249.3168345509,15.0,5.0,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,2016-01-15,2016,1,15,340,south,0,0,0,1,0,0,0,XIV,5.0,10.0,5.0,364332.73517684,0.9421314191488842
12.0,district heating,1.0,good,0.0,382184.18073046533,368571.4285714286,1.0,0,Budapest,2015-11-17,2,0,0,1,214860,19.0,flat,,Budapest XIII.,35.0,8,438122.78148899006,12.9,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2015-11-17,2015,11,17,281,west,0,0,0,0,0,0,1,XIII,8.0,8.0,8.0,467530.8626293254,0.9370991660851038
46.0,konvection gas burner,0.0,medium,0.0,437409.05108302383,264444.44444444444,2.0,0,Budapest,2016-06-23,1,0,0,0,371334,176.0,flat,north-east,Budapest IV.,45.0,0,274658.8259588843,11.9,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,2016-06-23,2016,6,23,500,north-east,0,1,0,0,0,0,0,IV,0.0,0.0,0.0,336451.75892978045,0.8163393968649375
43.0,"gas furnace, circulating hot water",0.0,novel,0.0,431861.34721199056,768571.4285714285,1.0,5,Budapest,2016-06-01,1,0,0,0,357911,15.0,flat,west,Budapest V.,35.0,0.5,808512.5723300363,26.9,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,2016-06-01,2016,6,1,478,west,0,0,0,0,0,0,1,V,0.5,0.5,0.5,880496.5391728253,0.918246167201959
6.0,central heating with own meter,2.0,novel,12.0,337046.0446888764,398461.53846153844,1.0,14,Budapest,2015-05-22,1,0,2,1,73576,41.0,flat,south-west,Budapest XIV.,65.0,3,537086.2691730337,25.9,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14.0,2015-05-22,2015,5,22,102,south-west,0,0,0,0,0,1,0,XIV,3.0,3.0,3.0,661064.9865635484,0.8124560823664245
21.0,"gas furnace, circulating hot water",0.0,renewed,0.0,396809.94548137125,438000.0,2.0,13,Budapest,2016-01-14,1,0,3,1,250870,92.0,flat,,Budapest XIII.,50.0,2,501462.4740824417,21.9,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.0,2016-01-14,2016,1,14,339,west,0,0,0,0,0,0,1,XIII,2.0,4.0,2.0,587728.0881145028,0.8532218966957819
17.0,konvection gas burner,0.0,good,0.0,377140.81357498054,357142.85714285716,1.0,7,Budapest,2015-10-28,1,0,0,0,198488,107.0,flat,,Budapest VII.,35.0,2,430214.76585086115,12.5,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-10-28,2015,10,28,261,south-west,0,0,0,0,0,1,0,VII,2.0,2.0,2.0,495100.3618640633,0.8689445595052556
10.0,district heating,0.0,to_be_renovated,0.0,346124.1055687491,280000.0,2.0,11,Budapest,2015-06-27,2,0,0,1,102516,974.0,flat,east,Budapest XI.,50.0,6,367513.3012942527,14.0,6.0,5,to_be_renovated,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.0,2015-06-27,2015,6,27,138,east,0,0,0,0,0,0,0,XI,6.0,10.0,6.0,395178.6893043058,0.9299927127680979
56.0,konvection gas burner,1.0,renewed,0.0,312837.8823425494,325000.0,1.0,11,Budapest,2015-02-15,1,0,1,0,4445,391.0,flat,west,Budapest XI.,60.0,1,471966.20334760187,19.5,2,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.0,2015-02-15,2015,2,15,6,west,0,0,0,0,0,0,1,XI,1.0,2.0,1.0,505568.5418509225,0.9335355432118065
25.0,konvection gas burner,1.0,medium,2.0,399583.7974168879,240000.0,1.0,0,Budapest,2016-01-25,1,0,0,0,259376,282.0,flat,north-west,Budapest X.,45.0,1,272866.5180064364,10.8,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0,2016-01-25,2016,1,25,350,north-west,0,0,1,0,0,0,0,X,1.0,1.0,1.0,328109.6710748498,0.8316320488590199
72.0,district heating,0.0,novel,0.0,364532.3956862686,368571.4285714286,1.0,0,Budapest,2015-09-08,1,0,0,0,155433,135.0,flat,south-east,Budapest XIII.,35.0,2,459338.0404161148,12.9,,2,novel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2015-09-08,2015,9,8,211,south-east,0,0,0,0,1,0,0,XIII,2.0,2.0,2.0,608722.8103857704,0.7545931129556572
2.0,district heating,0.0,to_be_renovated,3.0,377140.81357498054,297142.85714285716,1.0,14,Budapest,2015-10-28,2,0,0,1,198511,22.0,flat,south-east,Budapest XIV.,35.0,1,357938.68518791645,10.4,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.0,2015-10-28,2015,10,28,261,south-east,0,0,0,0,1,0,0,XIV,1.0,1.0,1.0,403704.4744802408,0.8866354172783281
1.0,konvection gas burner,0.0,good,0.0,392018.74668366066,456666.6666666667,1.0,13,Budapest,2015-12-26,1,0,1,1,240088,188.0,flat,west,Budapest XIII.,30.0,4,529223.7839891562,13.7,4,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0,2015-12-26,2015,12,26,320,west,0,0,0,0,0,0,1,XIII,4.0,4.0,4.0,581262.0993013927,0.9104735791740417
141.0,konvection gas burner,0.0,novel,0.0,347132.778999846,466666.6666666667,2.0,6,Budapest,2015-07-01,1,0,0,1,105426,232.0,flat,,Budapest VI.,60.0,3,610742.34601523,28.0,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.0,2015-07-01,2015,7,1,142,south-east,0,0,0,0,1,0,0,VI,3.0,3.0,3.0,676246.8968843649,0.9031351549693901
35.0,central heating,2.0,medium,6.0,365036.73240181705,271428.5714285714,2.0,0,Budapest,2015-09-10,2,0,0,1,157494,32.0,flat,south-east,Budapest XI.,70.0,2,337804.84161258745,19.0,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,2015-09-10,2015,9,10,213,south-east,0,0,0,0,1,0,0,XI,2.0,2.0,2.0,418556.4771825743,0.8070711123298112
11.0,"gas furnace, circulating hot water",0.0,good,0.0,341585.07512881275,363333.3333333333,1.0,3,Budapest,2015-06-09,1,0,0,0,87076,150.0,flat,south-east,Budapest III.,30.0,0,483229.2713238036,10.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,2015-06-09,2015,6,9,120,south-east,0,0,0,0,1,0,0,III,0.0,0.0,0.0,560253.6239064022,0.8625187784676133
3.0,central heating with own meter,1.0,novel,7.0,401601.1442790818,375555.55555555556,1.0,18,Budapest,2016-02-02,1,0,2,1,266721,14.0,flat,west,Budapest XVIII.,45.0,2,424840.71041808673,16.9,4,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.0,2016-02-02,2016,2,2,358,west,0,0,0,0,0,0,1,XVIII,2.0,4.0,2.0,458341.5735325789,0.926908521833857
49.0,konvection gas burner,0.0,to_be_renovated,0.0,386723.21117040166,353333.3333333333,1.0,7,Budapest,2015-12-05,1,0,0,0,229776,240.0,flat,,Budapest VII.,30.0,,415079.4651120997,10.6,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0,2015-12-05,2015,12,5,299,south-west,0,0,0,0,0,1,0,VII,4.0,4.0,2.0,470406.0656791895,0.8823854439733739
6.0,"gas furnace, circulating hot water",1.0,to_be_renovated,8.0,348141.45243094297,277777.77777777775,1.0,14,Budapest,2015-07-05,1,0,2,0,108191,150.0,flat,south,Budapest XIV.,45.0,0,362483.831309929,12.5,3,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.0,2015-07-05,2015,7,5,146,south,0,0,0,1,0,0,0,XIV,0.0,3.0,0.0,434839.7932861848,0.8336031727238093
90.0,konvection gas burner,0.0,good,0.0,311829.20891145244,238000.0,2.0,0,Budapest,2015-02-11,1,0,0,0,1920,164.0,flat,,Budapest IX.,50.0,0,346742.4721637635,11.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0,2015-02-11,2015,2,11,2,south-west,0,0,0,0,0,1,0,IX,0.0,0.0,0.0,397214.1683949031,0.8729358108370354
4.0,konvection gas burner,0.0,good,0.0,368314.92105288216,318000.0,2.0,13,Budapest,2015-09-23,1,0,0,0,168392,20.0,flat,,Budapest XIII.,50.0,2,392242.53218456195,15.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0,2015-09-23,2015,9,23,226,west,0,0,0,0,0,0,1,XIII,2.0,2.0,2.0,472594.9975750819,0.829976056025108
34.0,konvection gas burner,0.0,good,0.0,366297.5741906882,420000.0,1.0,1,Budapest,2015-09-15,1,0,3,1,161693,64.0,flat,,Budapest I.,40.0,0,520909.3165965272,16.8,4,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2015-09-15,2015,9,15,218,east,0,0,0,0,0,0,0,I,0.0,4.0,0.0,579804.6005726397,0.8984221858226977
14.0,konvection gas burner,0.0,renewed,3.0,328976.6572401007,287272.7272727273,2.0,0,Budapest,2015-04-20,1,0,1,0,48177,162.0,flat,south-west,Budapest XI.,55.0,2,396712.7798323216,15.8,,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.0,2015-04-20,2015,4,20,70,south-west,0,0,0,0,0,1,0,XI,2.0,2.0,2.0,508153.7147722006,0.7806944400872152
6.0,konvection gas burner,0.0,good,0.0,313090.05070032366,300000.0,1.0,7,Budapest,2015-02-16,1,0,3,0,5049,101.0,flat,south-east,Budapest VII.,30.0,2,435310.22148839064,9.0,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-02-16,2015,2,16,7,south-east,0,0,0,0,1,0,0,VII,2.0,2.0,2.0,527076.2583948208,0.825896091040226
25.0,konvection gas burner,0.0,can_move_in,0.0,322672.4482957448,331111.1111111111,1.0,0,Budapest,2015-03-26,1,0,3,0,32612,2280.0,flat,east,Budapest VII.,45.0,2,466185.4851021376,14.9,2,8,can_move_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-03-26,2015,3,26,45,east,0,0,0,0,0,0,0,VII,2.0,2.0,2.0,494655.7733757767,0.9424442414179386
9.0,konvection gas burner,0.0,renewed,0.0,318385.58621358266,310000.0,1.0,0,Budapest,2015-03-09,1,0,1,0,20218,50.0,flat,,Budapest VII.,30.0,0.5,442338.93971642427,9.3,2,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-03-09,2015,3,9,28,south-west,0,0,0,0,0,1,0,VII,0.5,2.0,0.5,551720.0830982616,0.8017452205698364
6.0,konvection gas burner,1.0,good,0.0,372601.7831350442,331111.1111111111,1.0,0,Budapest,2015-10-10,1,0,3,1,183909,10.0,flat,south-west,,45.0,0,403715.7594152648,14.9,4,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2015-10-10,2015,10,10,243,south-west,0,0,0,0,0,1,0,XXIV,0.0,4.0,0.0,450570.14251874574,0.8960109011183945
25.0,konvection gas burner,0.0,good,0.0,430600.50542311935,488571.4285714286,1.0,0,Budapest,2016-05-27,1,0,0,0,355071,34.0,flat,,Budapest VI.,35.0,3,515466.45494780893,17.1,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,2016-05-27,2016,5,27,473,south-east,0,0,0,0,1,0,0,VI,3.0,3.0,3.0,571033.3676788851,0.9026906029030449
14.0,"gas furnace, circulating hot water",1.0,novel,8.0,402105.48099463026,350909.0909090909,2.0,22,Budapest,2016-02-04,1,1,3,0,268173,399.0,flat,south-east,Budapest XXII.,55.0,0,396461.9418065452,19.3,2,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22.0,2016-02-04,2016,2,4,360,south-east,0,0,0,0,1,0,0,XXII,0.0,2.0,0.0,425836.5843470833,0.9310189785934504
18.0,"gas furnace, circulating hot water",1.0,novel,5.0,398827.29234356515,480000.0,1.0,11,Budapest,2016-01-22,1,0,0,0,257468,30.0,flat,,Budapest XI.,60.0,0.5,546768.1953872417,28.8,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.0,2016-01-22,2016,1,22,347,east,0,0,0,0,0,0,0,XI,0.5,0.5,0.5,614367.5736183013,0.8899691631950317
131.0,konvection gas burner,1.0,good,0.0,356463.0082374929,237500.0,1.0,10,Budapest,2015-08-07,1,0,0,0,132933,439.0,flat,,Budapest X.,40.0,1,302688.57113334566,9.5,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0,2015-08-07,2015,8,7,179,south-west,0,0,0,0,0,1,0,X,1.0,1.0,1.0,371512.167447755,0.8147473963310021
42.0,central heating with own meter,1.0,novel,0.0,327967.9838090038,412500.0,1.0,9,Budapest,2015-04-16,1,0,1,1,46161,206.0,flat,south,Budapest IX.,40.0,5,571398.8737049038,16.5,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9.0,2015-04-16,2015,4,16,66,south,0,0,0,1,0,0,0,IX,5.0,5.0,5.0,638516.6163973003,0.8948848926264524
20.0,konvection gas burner,0.0,novel,0.0,367054.07926401094,400000.0,1.0,13,Budapest,2015-09-18,1,0,0,1,164755,20.0,flat,west,Budapest XIII.,40.0,0.5,495081.63152942964,16.0,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.0,2015-09-18,2015,9,18,221,west,0,0,0,0,0,0,1,XIII,0.5,0.5,0.5,590169.2590098808,0.8388807515322325
141.0,tile stove (gas),0.0,medium,0.0,337802.54976219917,192307.6923076923,2.0,8,Budapest,2015-05-25,1,0,1,0,75235,52.0,flat,north,Budapest VIII.,65.0,2,258631.0185398768,12.5,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,2015-05-25,2015,5,25,105,north,1,0,0,0,0,0,0,VIII,2.0,2.0,2.0,339633.473558637,0.7615003781281431
160.0,"gas furnace, circulating hot water",0.0,novel,0.0,405131.50128792116,580000.0,1.0,0,Budapest,2016-02-16,1,0,0,1,279049,209.0,flat,south-east,Budapest XIII.,25.0,1,650397.4911197971,14.5,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13.0,2016-02-16,2016,2,16,372,south-east,0,0,0,0,1,0,0,XIII,1.0,1.0,1.0,728161.680919707,0.8932047760303871
27.0,district heating,0.0,good,6.0,441948.08152296016,244000.0,2.0,21,Budapest,2016-07-11,2,0,1,1,380062,179.0,flat,east,Budapest XXI.,50.0,2,250821.89834416597,12.2,2.0,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,2016-07-11,2016,7,11,518,east,0,0,0,0,0,0,0,XXI,2.0,10.0,2.0,284928.4832101157,0.8802977347799995
44.0,konvection gas burner,0.0,good,0.0,378653.82372162596,367142.85714285716,2.0,11,Budapest,2015-11-03,1,0,3,0,202204,131.0,flat,,Budapest XI.,70.0,2,440493.61096145824,25.7,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0,2015-11-03,2015,11,3,267,east,0,0,0,0,0,0,0,XI,2.0,3.0,2.0,471328.7650493632,0.9345782469171481
28.0,district heating,1.0,good,0.0,365793.23747513973,282857.14285714284,1.0,0,Budapest,2015-09-13,2,0,0,1,160022,85.0,flat,south-west,Budapest XV.,35.0,7,351300.1660624317,9.9,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.0,2015-09-13,2015,9,13,216,south-west,0,0,0,0,0,1,0,XV,7.0,7.0,7.0,390049.9086897036,0.9006543989269371
33.0,district heating,0.0,good,4.0,379158.16043717443,232727.27272727274,2.0,4,Budapest,2015-11-05,2,0,2,1,205522,74.0,flat,,Budapest IV.,55.0,6,278851.9910331212,12.8,6.0,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2015-11-05,2015,11,5,269,east,0,0,0,0,0,0,0,IV,6.0,10.0,6.0,301475.48325880204,0.9249574393873359
11.0,konvection gas burner,1.0,missing_info,0.0,412948.7203789226,320000.0,1.0,14,Budapest,2016-03-18,2,0,0,0,302448,38.0,flat,,Budapest XIV.,45.0,,352047.06725776684,14.4,,6,missing_info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,2016-03-18,2016,3,18,403,south-west,0,0,0,0,0,1,0,XIV,10.0,10.0,2.0,373561.0311233358,0.9424084364451123
2.0,konvection gas burner,0.0,good,0.0,365288.90075959126,296000.0,1.0,8,Budapest,2015-09-11,1,0,3,0,158780,18.0,flat,,Budapest VIII.,25.0,0,368130.7636567245,7.4,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2015-09-11,2015,9,11,214,east,0,0,0,0,0,0,0,VIII,0.0,3.0,0.0,433317.340736418,0.8495638855142292
61.0,konvection gas burner,0.0,good,15.0,356210.8398797186,350000.0,1.0,14,Budapest,2015-08-06,1,0,0,0,131999,98.0,flat,south-west,Budapest XIV.,30.0,0,446383.1474711883,10.5,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,2015-08-06,2015,8,6,178,south-west,0,0,0,0,0,1,0,XIV,0.0,0.0,0.0,530379.9437543781,0.841629010915071
